Var1,Var2,Freq
230131,TRUE,5
230201,TRUE,3
230203,TRUE,3
230215,TRUE,9
230235,TRUE,9
230264,TRUE,9
230282,TRUE,8
230292,TRUE,7
230294,TRUE,4
230299,TRUE,8
230303,TRUE,7
230313,TRUE,3
230326,TRUE,4
230399,TRUE,7
230419,TRUE,6
230448,TRUE,4
230451,TRUE,4
230484,TRUE,9
230505,TRUE,3
230513,TRUE,8
230532,TRUE,4
230563,TRUE,4
230586,TRUE,4
230680,TRUE,8
230732,TRUE,3
230762,TRUE,3
230781,TRUE,4
230814,TRUE,7
230821,TRUE,6
230827,TRUE,7
230840,TRUE,6
230873,TRUE,9
230934,TRUE,8
230939,TRUE,9
230946,TRUE,4
230957,TRUE,9
230987,TRUE,7
230993,TRUE,3
231007,TRUE,9
231073,TRUE,6
231075,TRUE,7
231091,TRUE,5
231104,TRUE,4
231181,TRUE,5
231191,TRUE,5
231203,TRUE,7
231205,TRUE,8
231221,TRUE,7
231224,TRUE,5
231243,TRUE,5
231265,TRUE,7
231329,TRUE,3
231335,TRUE,4
231355,TRUE,8
231405,TRUE,8
231408,TRUE,7
231410,TRUE,3
231411,TRUE,7
231413,TRUE,4
231417,TRUE,8
231429,TRUE,8
231483,TRUE,9
231484,TRUE,3
231506,TRUE,5
231531,TRUE,7
231537,TRUE,3
231549,TRUE,7
231603,TRUE,7
231616,TRUE,9
231628,TRUE,3
231650,TRUE,9
231675,TRUE,4
231690,TRUE,3
231693,TRUE,5
231713,TRUE,8
231730,TRUE,3
231736,TRUE,3
231742,TRUE,8
231762,TRUE,3
231788,TRUE,8
231795,TRUE,4
231801,TRUE,4
231815,TRUE,7
231848,TRUE,9
231861,TRUE,4
231879,TRUE,8
231890,TRUE,5
231892,TRUE,4
231898,TRUE,9
231924,TRUE,4
231938,TRUE,4
231981,TRUE,6
232033,TRUE,3
232035,TRUE,9
232040,TRUE,8
232054,TRUE,7
232064,TRUE,9
232069,TRUE,7
232101,TRUE,6
232107,TRUE,6
232110,TRUE,3
232112,TRUE,7
232117,TRUE,7
232144,TRUE,7
232160,TRUE,6
232209,TRUE,4
232256,TRUE,4
232258,TRUE,5
232261,TRUE,3
232271,TRUE,6
232282,TRUE,6
232337,TRUE,5
232373,TRUE,4
232405,TRUE,3
232480,TRUE,7
232500,TRUE,5
232531,TRUE,4
232554,TRUE,5
232569,TRUE,8
232580,TRUE,4
232613,TRUE,3
232641,TRUE,4
232673,TRUE,7
232679,TRUE,6
232691,TRUE,4
232788,TRUE,7
232823,TRUE,5
232845,TRUE,5
232848,TRUE,9
232876,TRUE,3
232937,TRUE,7
232967,TRUE,4
233002,TRUE,9
233040,TRUE,7
233088,TRUE,6
233099,TRUE,9
233112,TRUE,9
233126,TRUE,8
233149,TRUE,9
233164,TRUE,9
233166,TRUE,8
233212,TRUE,9
233244,TRUE,8
233272,TRUE,6
233273,TRUE,8
233321,TRUE,9
233326,TRUE,5
233338,TRUE,8
233421,TRUE,4
233422,TRUE,3
233461,TRUE,3
233498,TRUE,6
233508,TRUE,7
233522,TRUE,6
233554,TRUE,3
233582,TRUE,8
233609,TRUE,8
233641,TRUE,6
233662,TRUE,4
233663,TRUE,8
233689,TRUE,5
233764,TRUE,5
233772,TRUE,7
233785,TRUE,9
233787,TRUE,7
233801,TRUE,4
233807,TRUE,4
233819,TRUE,5
233825,TRUE,3
233842,TRUE,6
233848,TRUE,3
233864,TRUE,4
233870,TRUE,5
233964,TRUE,4
234006,TRUE,9
234041,TRUE,8
234051,TRUE,3
234062,TRUE,9
234066,TRUE,8
234080,TRUE,3
234086,TRUE,9
234102,TRUE,5
234119,TRUE,7
234169,TRUE,4
234175,TRUE,5
234247,TRUE,7
234250,TRUE,7
234251,TRUE,3
234261,TRUE,3
234300,TRUE,7
234328,TRUE,6
234337,TRUE,5
234352,TRUE,3
234365,TRUE,4
234447,TRUE,5
234449,TRUE,9
234474,TRUE,5
234501,TRUE,5
234567,TRUE,6
234579,TRUE,5
234585,TRUE,4
234586,TRUE,5
234599,TRUE,7
234604,TRUE,3
234613,TRUE,3
234621,TRUE,4
234652,TRUE,7
234659,TRUE,8
234678,TRUE,6
234691,TRUE,6
234721,TRUE,6
234728,TRUE,5
234740,TRUE,5
234828,TRUE,4
234830,TRUE,4
234831,TRUE,7
234845,TRUE,9
234868,TRUE,7
234874,TRUE,9
234898,TRUE,3
234901,TRUE,3
234914,TRUE,5
234938,TRUE,8
234966,TRUE,7
234974,TRUE,9
234983,TRUE,6
235001,TRUE,3
235007,TRUE,7
235015,TRUE,9
235033,TRUE,5
235056,TRUE,9
235085,TRUE,4
235087,TRUE,6
235105,TRUE,8
235139,TRUE,7
235149,TRUE,9
235202,TRUE,3
235216,TRUE,9
235217,TRUE,3
235228,TRUE,8
235243,TRUE,4
235246,TRUE,7
235274,TRUE,3
235276,TRUE,4
235327,TRUE,3
235369,TRUE,8
235463,TRUE,9
235477,TRUE,5
235499,TRUE,7
235501,TRUE,9
235503,TRUE,6
235504,TRUE,6
235560,TRUE,8
235564,TRUE,5
235566,TRUE,4
235580,TRUE,3
235597,TRUE,9
235605,TRUE,6
235661,TRUE,6
235679,TRUE,6
235700,TRUE,7
235707,TRUE,6
235776,TRUE,9
235794,TRUE,4
235802,TRUE,6
235803,TRUE,6
235807,TRUE,6
235811,TRUE,5
235837,TRUE,4
235853,TRUE,9
235855,TRUE,4
235905,TRUE,7
235910,TRUE,3
235945,TRUE,5
235991,TRUE,6
236074,TRUE,8
236077,TRUE,4
236096,TRUE,7
236279,TRUE,4
236304,TRUE,6
236331,TRUE,5
236334,TRUE,5
236342,TRUE,4
236347,TRUE,4
236398,TRUE,4
236411,TRUE,6
236427,TRUE,8
236438,TRUE,6
236442,TRUE,4
236476,TRUE,6
236502,TRUE,5
236533,TRUE,8
236548,TRUE,3
236554,TRUE,4
236610,TRUE,7
236672,TRUE,7
236680,TRUE,3
236689,TRUE,9
236692,TRUE,9
236732,TRUE,5
236734,TRUE,5
236743,TRUE,8
236813,TRUE,9
236828,TRUE,9
236833,TRUE,3
236835,TRUE,8
236838,TRUE,3
236848,TRUE,5
236856,TRUE,7
236860,TRUE,4
236866,TRUE,5
236885,TRUE,4
236897,TRUE,8
236914,TRUE,3
236918,TRUE,9
236923,TRUE,4
236942,TRUE,5
236945,TRUE,3
236952,TRUE,8
236956,TRUE,8
236961,TRUE,5
236988,TRUE,9
237010,TRUE,9
237013,TRUE,9
237060,TRUE,8
237064,TRUE,8
237070,TRUE,5
237096,TRUE,4
237121,TRUE,4
237141,TRUE,8
237208,TRUE,9
237238,TRUE,4
237280,TRUE,3
237282,TRUE,4
237290,TRUE,5
237296,TRUE,9
237314,TRUE,6
237341,TRUE,5
237364,TRUE,5
237374,TRUE,6
237391,TRUE,6
237415,TRUE,3
237425,TRUE,7
237437,TRUE,7
237439,TRUE,4
237455,TRUE,8
237457,TRUE,5
237470,TRUE,5
237499,TRUE,7
237547,TRUE,5
237613,TRUE,7
237655,TRUE,9
237674,TRUE,6
237711,TRUE,8
237758,TRUE,3
237774,TRUE,5
237796,TRUE,6
237814,TRUE,6
237887,TRUE,9
237910,TRUE,3
237945,TRUE,7
237975,TRUE,3
238039,TRUE,8
238045,TRUE,3
238061,TRUE,9
238085,TRUE,8
238095,TRUE,3
238115,TRUE,6
238125,TRUE,8
238150,TRUE,7
238161,TRUE,3
238164,TRUE,4
238255,TRUE,3
238270,TRUE,9
238292,TRUE,3
238298,TRUE,4
238299,TRUE,4
238334,TRUE,4
238343,TRUE,8
238361,TRUE,7
238373,TRUE,3
238408,TRUE,5
238409,TRUE,6
238454,TRUE,4
238485,TRUE,8
238500,TRUE,6
238518,TRUE,9
238594,TRUE,8
238649,TRUE,8
238674,TRUE,4
238678,TRUE,6
238713,TRUE,5
238724,TRUE,7
238746,TRUE,5
238766,TRUE,6
238768,TRUE,9
238775,TRUE,8
238803,TRUE,9
238804,TRUE,5
238846,TRUE,4
238857,TRUE,8
238933,TRUE,4
238991,TRUE,3
239039,TRUE,8
239044,TRUE,6
239059,TRUE,9
239063,TRUE,8
239066,TRUE,4
239078,TRUE,8
239088,TRUE,3
239114,TRUE,3
239133,TRUE,9
239184,TRUE,3
239186,TRUE,9
239199,TRUE,3
239227,TRUE,4
239250,TRUE,8
239258,TRUE,4
239273,TRUE,9
239310,TRUE,3
239328,TRUE,9
239367,TRUE,4
239369,TRUE,4
239408,TRUE,8
239435,TRUE,7
239439,TRUE,9
239457,TRUE,7
239520,TRUE,3
239525,TRUE,9
239548,TRUE,8
239560,TRUE,6
239565,TRUE,9
239575,TRUE,5
239608,TRUE,6
239630,TRUE,6
239652,TRUE,9
239655,TRUE,3
239660,TRUE,5
239667,TRUE,8
239699,TRUE,7
239706,TRUE,5
239712,TRUE,4
239719,TRUE,6
239761,TRUE,7
239775,TRUE,9
239784,TRUE,5
239814,TRUE,8
239898,TRUE,8
239899,TRUE,5
239900,TRUE,7
239907,TRUE,7
239922,TRUE,4
239932,TRUE,5
239953,TRUE,8
239977,TRUE,4
239987,TRUE,6
240002,TRUE,6
240010,TRUE,9
240029,TRUE,5
240064,TRUE,5
240086,TRUE,4
240094,TRUE,7
240096,TRUE,8
240119,TRUE,8
240141,TRUE,4
240149,TRUE,4
240186,TRUE,9
240229,TRUE,8
240246,TRUE,4
240260,TRUE,6
240282,TRUE,8
240286,TRUE,4
240306,TRUE,7
240310,TRUE,5
240326,TRUE,9
240379,TRUE,8
240409,TRUE,8
240425,TRUE,3
240427,TRUE,9
240446,TRUE,6
240455,TRUE,8
240457,TRUE,7
240476,TRUE,3
240504,TRUE,3
240528,TRUE,3
240546,TRUE,3
240547,TRUE,5
240577,TRUE,8
240596,TRUE,3
240663,TRUE,4
240698,TRUE,3
240700,TRUE,4
240716,TRUE,6
240718,TRUE,9
240747,TRUE,7
240761,TRUE,4
240814,TRUE,3
240821,TRUE,3
240826,TRUE,3
240828,TRUE,7
240865,TRUE,6
240882,TRUE,7
240900,TRUE,6
240940,TRUE,6
240942,TRUE,7
240943,TRUE,9
240977,TRUE,9
241045,TRUE,8
241066,TRUE,4
241069,TRUE,9
241102,TRUE,5
241113,TRUE,3
241118,TRUE,4
241120,TRUE,5
241157,TRUE,7
241166,TRUE,4
241171,TRUE,6
241177,TRUE,6
241195,TRUE,8
241211,TRUE,8
241219,TRUE,8
241238,TRUE,5
241309,TRUE,7
241350,TRUE,7
241412,TRUE,8
241441,TRUE,4
241445,TRUE,5
241525,TRUE,9
241544,TRUE,3
241552,TRUE,3
241666,TRUE,6
241667,TRUE,9
241673,TRUE,9
241698,TRUE,6
241733,TRUE,7
241748,TRUE,7
241750,TRUE,4
241751,TRUE,5
241817,TRUE,8
241821,TRUE,9
241826,TRUE,9
241854,TRUE,4
241855,TRUE,9
241866,TRUE,3
241867,TRUE,3
241896,TRUE,9
241986,TRUE,4
242022,TRUE,3
242030,TRUE,9
242054,TRUE,9
242065,TRUE,7
242074,TRUE,7
242091,TRUE,5
242097,TRUE,8
242130,TRUE,5
242134,TRUE,4
242137,TRUE,3
242168,TRUE,4
242176,TRUE,6
242181,TRUE,5
242237,TRUE,3
242310,TRUE,5
242326,TRUE,8
242387,TRUE,4
242389,TRUE,7
242396,TRUE,5
242402,TRUE,9
242423,TRUE,3
242455,TRUE,6
242526,TRUE,7
242546,TRUE,9
242555,TRUE,7
242566,TRUE,3
242578,TRUE,3
242585,TRUE,8
242646,TRUE,6
242655,TRUE,4
242683,TRUE,6
242733,TRUE,6
242743,TRUE,5
242764,TRUE,7
242807,TRUE,9
242818,TRUE,6
242826,TRUE,7
242940,TRUE,7
242944,TRUE,9
242956,TRUE,9
242983,TRUE,7
242989,TRUE,7
242993,TRUE,5
243012,TRUE,4
243022,TRUE,8
243064,TRUE,5
243072,TRUE,7
243111,TRUE,7
243135,TRUE,4
243139,TRUE,8
243159,TRUE,9
243186,TRUE,9
243302,TRUE,4
243303,TRUE,7
243317,TRUE,4
243401,TRUE,9
243406,TRUE,5
243425,TRUE,5
243457,TRUE,8
243499,TRUE,4
243502,TRUE,3
243503,TRUE,6
243509,TRUE,9
243535,TRUE,5
243540,TRUE,7
243595,TRUE,8
243600,TRUE,9
243606,TRUE,9
243629,TRUE,4
243644,TRUE,7
243692,TRUE,7
243767,TRUE,7
243813,TRUE,9
243836,TRUE,7
243905,TRUE,3
243932,TRUE,7
243935,TRUE,6
243950,TRUE,3
243991,TRUE,5
244003,TRUE,4
244012,TRUE,8
244025,TRUE,4
244048,TRUE,4
244066,TRUE,9
244069,TRUE,7
244098,TRUE,5
244121,TRUE,5
244122,TRUE,7
244128,TRUE,8
244142,TRUE,8
244148,TRUE,4
244167,TRUE,4
244170,TRUE,5
244185,TRUE,5
244287,TRUE,8
244310,TRUE,3
244323,TRUE,4
244343,TRUE,9
244346,TRUE,6
244360,TRUE,3
244377,TRUE,5
244446,TRUE,6
244452,TRUE,8
244463,TRUE,5
244466,TRUE,6
244467,TRUE,4
244527,TRUE,5
244538,TRUE,3
244544,TRUE,3
244563,TRUE,3
244604,TRUE,3
244608,TRUE,6
244643,TRUE,8
244645,TRUE,5
244697,TRUE,5
244703,TRUE,9
244737,TRUE,6
244781,TRUE,8
244807,TRUE,5
244859,TRUE,3
244866,TRUE,7
244903,TRUE,7
244904,TRUE,3
244914,TRUE,5
244949,TRUE,7
245008,TRUE,9
245017,TRUE,4
245041,TRUE,7
245050,TRUE,4
245109,TRUE,7
245134,TRUE,4
245138,TRUE,8
245143,TRUE,3
245156,TRUE,4
245163,TRUE,3
245168,TRUE,3
245172,TRUE,3
245228,TRUE,3
245267,TRUE,5
245284,TRUE,5
245319,TRUE,9
245321,TRUE,4
245334,TRUE,8
245356,TRUE,8
245408,TRUE,6
245409,TRUE,3
245416,TRUE,6
245458,TRUE,8
245501,TRUE,9
245512,TRUE,3
245535,TRUE,6
245583,TRUE,8
245599,TRUE,5
245690,TRUE,8
245725,TRUE,3
245772,TRUE,7
245781,TRUE,9
245801,TRUE,4
245816,TRUE,9
245824,TRUE,5
245827,TRUE,8
245829,TRUE,7
245832,TRUE,9
245845,TRUE,7
245870,TRUE,7
245923,TRUE,7
245932,TRUE,4
245933,TRUE,5
246016,TRUE,8
246087,TRUE,6
246088,TRUE,8
246145,TRUE,5
246154,TRUE,9
246193,TRUE,3
246200,TRUE,6
246216,TRUE,8
246222,TRUE,9
246223,TRUE,4
246255,TRUE,7
246263,TRUE,4
246270,TRUE,6
246274,TRUE,4
246308,TRUE,4
246321,TRUE,6
246396,TRUE,7
246400,TRUE,7
246406,TRUE,7
246414,TRUE,6
246421,TRUE,6
246500,TRUE,9
246502,TRUE,3
246536,TRUE,9
246549,TRUE,6
246611,TRUE,3
246630,TRUE,7
246639,TRUE,3
246642,TRUE,9
246688,TRUE,5
246694,TRUE,9
246705,TRUE,8
246708,TRUE,6
246731,TRUE,4
246768,TRUE,6
246779,TRUE,4
246789,TRUE,5
246803,TRUE,3
246822,TRUE,8
246835,TRUE,3
246858,TRUE,5
246871,TRUE,9
246873,TRUE,5
246874,TRUE,3
246878,TRUE,8
246958,TRUE,7
246968,TRUE,8
246986,TRUE,9
246993,TRUE,8
247028,TRUE,3
247034,TRUE,5
247060,TRUE,3
247079,TRUE,6
247118,TRUE,3
247143,TRUE,3
247179,TRUE,5
247226,TRUE,4
247317,TRUE,3
247346,TRUE,8
247353,TRUE,8
247404,TRUE,8
247415,TRUE,3
247451,TRUE,4
247490,TRUE,9
247512,TRUE,5
247514,TRUE,7
247528,TRUE,5
247616,TRUE,4
247625,TRUE,8
247631,TRUE,8
247632,TRUE,7
247693,TRUE,8
247862,TRUE,3
247875,TRUE,8
247936,TRUE,7
247951,TRUE,6
247979,TRUE,9
248007,TRUE,8
248024,TRUE,8
248050,TRUE,5
248056,TRUE,9
248110,TRUE,4
248173,TRUE,6
248191,TRUE,8
248202,TRUE,6
248213,TRUE,7
248238,TRUE,8
248247,TRUE,3
248255,TRUE,3
248258,TRUE,7
248269,TRUE,7
248306,TRUE,5
248360,TRUE,8
248400,TRUE,3
248427,TRUE,7
248447,TRUE,9
248458,TRUE,5
248490,TRUE,4
248597,TRUE,5
248599,TRUE,6
248605,TRUE,8
248617,TRUE,3
248757,TRUE,4
248787,TRUE,3
248796,TRUE,5
248851,TRUE,5
248890,TRUE,4
248891,TRUE,4
248892,TRUE,5
248981,TRUE,5
249006,TRUE,7
249021,TRUE,6
249093,TRUE,6
249124,TRUE,8
249136,TRUE,6
249141,TRUE,6
249183,TRUE,9
249186,TRUE,3
249188,TRUE,7
249208,TRUE,6
249336,TRUE,5
249347,TRUE,5
249372,TRUE,4
249381,TRUE,8
249467,TRUE,7
249480,TRUE,3
249493,TRUE,7
249510,TRUE,4
249515,TRUE,8
249527,TRUE,4
249587,TRUE,6
249651,TRUE,3
249676,TRUE,6
249677,TRUE,4
249693,TRUE,4
249702,TRUE,7
249728,TRUE,4
249733,TRUE,3
249746,TRUE,9
249748,TRUE,6
249761,TRUE,6
249783,TRUE,5
249794,TRUE,3
249800,TRUE,5
249827,TRUE,7
249830,TRUE,3
249881,TRUE,7
249899,TRUE,4
249932,TRUE,6
249987,TRUE,3
249997,TRUE,6
250003,TRUE,7
250004,TRUE,8
250015,TRUE,8
250071,TRUE,4
250073,TRUE,8
250102,TRUE,8
250123,TRUE,9
250128,TRUE,7
250132,TRUE,9
250231,TRUE,8
250292,TRUE,9
250301,TRUE,6
250331,TRUE,6
250336,TRUE,4
250360,TRUE,8
250397,TRUE,5
250460,TRUE,7
250466,TRUE,6
250492,TRUE,7
250497,TRUE,3
250499,TRUE,3
250512,TRUE,3
250539,TRUE,8
250577,TRUE,4
250591,TRUE,4
250610,TRUE,3
250618,TRUE,7
250628,TRUE,5
250677,TRUE,7
250693,TRUE,6
250790,TRUE,6
250814,TRUE,4
250880,TRUE,7
250883,TRUE,7
251010,TRUE,3
251012,TRUE,8
251050,TRUE,4
251094,TRUE,5
251110,TRUE,4
251119,TRUE,3
251122,TRUE,6
251123,TRUE,7
251139,TRUE,7
251165,TRUE,3
251166,TRUE,4
251170,TRUE,7
251177,TRUE,9
251261,TRUE,3
251276,TRUE,6
251318,TRUE,5
251324,TRUE,8
251353,TRUE,6
251464,TRUE,6
251494,TRUE,5
251506,TRUE,5
251522,TRUE,4
251623,TRUE,5
251630,TRUE,4
251651,TRUE,4
251682,TRUE,4
251753,TRUE,6
251791,TRUE,6
251809,TRUE,5
251833,TRUE,7
251838,TRUE,9
251859,TRUE,3
251905,TRUE,8
252011,TRUE,4
252029,TRUE,4
252065,TRUE,8
252066,TRUE,4
252071,TRUE,4
252080,TRUE,9
252105,TRUE,7
252134,TRUE,8
252164,TRUE,4
252198,TRUE,5
252200,TRUE,6
252231,TRUE,5
252245,TRUE,3
252300,TRUE,5
252326,TRUE,6
252332,TRUE,3
252337,TRUE,5
252340,TRUE,3
252379,TRUE,6
252391,TRUE,8
252411,TRUE,8
252475,TRUE,4
252476,TRUE,7
252495,TRUE,9
252505,TRUE,3
252530,TRUE,5
252569,TRUE,8
252574,TRUE,8
252621,TRUE,7
252622,TRUE,3
252628,TRUE,4
252639,TRUE,4
252670,TRUE,7
252716,TRUE,5
252740,TRUE,6
252785,TRUE,9
252791,TRUE,4
252857,TRUE,6
252858,TRUE,8
252948,TRUE,7
252961,TRUE,8
252972,TRUE,6
253034,TRUE,8
253059,TRUE,7
253097,TRUE,5
253153,TRUE,6
253186,TRUE,4
253199,TRUE,7
253219,TRUE,5
253287,TRUE,5
253297,TRUE,4
253312,TRUE,5
253355,TRUE,8
253391,TRUE,9
253399,TRUE,7
253400,TRUE,7
253418,TRUE,4
253425,TRUE,3
253450,TRUE,4
253469,TRUE,7
253476,TRUE,7
253489,TRUE,9
253576,TRUE,7
253604,TRUE,4
253652,TRUE,4
253659,TRUE,8
253667,TRUE,5
253712,TRUE,6
253742,TRUE,9
253747,TRUE,7
253767,TRUE,6
253768,TRUE,9
253809,TRUE,7
253813,TRUE,7
253824,TRUE,6
253828,TRUE,8
253839,TRUE,9
253848,TRUE,3
253859,TRUE,3
253885,TRUE,3
253887,TRUE,3
253900,TRUE,8
253926,TRUE,4
253930,TRUE,4
253973,TRUE,8
253996,TRUE,5
254005,TRUE,9
254027,TRUE,3
254034,TRUE,4
254044,TRUE,9
254061,TRUE,6
254109,TRUE,9
254122,TRUE,7
254128,TRUE,8
254134,TRUE,9
254159,TRUE,4
254186,TRUE,5
254230,TRUE,6
254251,TRUE,4
254255,TRUE,5
254256,TRUE,8
254277,TRUE,6
254317,TRUE,7
254321,TRUE,5
254355,TRUE,8
254359,TRUE,4
254370,TRUE,3
254381,TRUE,3
254390,TRUE,5
254396,TRUE,7
254406,TRUE,6
254412,TRUE,3
